"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"932","Jackson Blake","CAR","R","1","15.3","18","12","60.00","14","9","60.87","9","8","52.94","0","2","0.00","1.16","0.72","61.93","7","7","50.00","4","4","50.00","0","1","0.00","3","3","50.00","0","1","0.00","13","6","68.42","0","0","-","0.00","75.00","0.750","2","1","0","14","100.00","3","2","3","50.00"
"385","Viktor Arvidsson","L.A","R","18","300.45","352","235","59.97","268","165","61.89","192","105","64.65","24","10","70.59","19.41","12.57","60.70","160","108","59.70","63","52","54.78","8","6","57.14","97","56","63.40","8","2","80.00","247","133","65.00","7","1","87.50","12.50","90.48","1.030","69","63","25","188","73.40","141","82","54","72.31"
"64","Erik Karlsson","PIT","D","82","1979.0666666667","2597","1736","59.94","1841","1319","58.26","1292","874","59.65","120","89","57.42","144.01","91.19","61.23","1317","826","61.46","570","323","63.83","63","54","53.85","747","503","59.76","28","18","60.87","1588","980","61.84","28","14","66.67","9.29","89.82","0.991","351","354","216","1213","61.90","910","580","524","63.46"
"376","Brayden Point","T.B","C","81","1623.1666666667","2072","1387","59.90","1512","1027","59.55","1042","742","58.41","142","101","58.44","118.41","84.11","58.47","1083","676","61.57","423","281","60.09","63","45","58.33","660","395","62.56","48","30","61.54","1261","705","64.14","31","17","64.58","13.63","86.39","1.000","394","259","130","985","75.19","801","386","293","73.22"
"842","Seth Jarvis","CAR","C","81","1518.75","1833","1227","59.90","1312","901","59.29","884","619","58.82","119","64","65.03","100.67","68.26","59.59","869","575","60.18","366","235","60.90","51","31","62.20","503","340","59.67","42","24","63.64","1192","793","60.05","23","5","82.14","13.46","89.66","1.031","379","290","326","845","53.76","677","408","595","53.22"
"917","Brandt Clarke","L.A","D","16","218.41666666667","270","181","59.87","207","125","62.35","143","87","62.17","9","11","45.00","14.26","8.86","61.68","131","80","62.09","56","35","61.54","3","8","27.27","75","45","62.50","5","2","71.43","169","113","59.93","1","0","100.00","6.29","87.36","0.937","47","31","31","154","60.26","97","49","54","64.24"
"593","Casey Mittelstadt","COL","C","18","285.61666666667","334","225","59.75","239","175","57.73","170","123","58.02","17","15","53.13","16.59","13.43","55.27","182","101","64.31","84","52","61.76","10","8","55.56","98","49","66.67","6","2","75.00","185","130","58.73","1","4","20.00","10.00","87.80","0.978","44","49","41","220","51.76","109","76","78","58.29"
"857","Quinton Byfield","L.A","C, R","80","1318.7","1547","1042","59.75","1096","751","59.34","725","510","58.70","87","35","71.31","80.56","48.53","62.41","718","453","61.32","308","171","64.30","54","18","75.00","410","282","59.25","18","7","72.00","1017","651","60.97","13","7","65.00","12.00","93.14","1.051","303","251","172","890","63.79","587","360","388","60.21"
"67","Roman Josi","NSH","D","82","2019.75","2595","1754","59.67","1868","1262","59.68","1299","925","58.41","148","99","59.92","144.03","93.13","60.73","1304","825","61.25","541","329","62.18","79","38","67.52","763","496","60.60","34","29","53.97","1654","975","62.91","31","25","55.36","11.39","89.30","1.007","417","294","166","1229","71.53","1042","534","448","69.93"
"90","Nazem Kadri","CGY","C","82","1510.9166666667","1912","1298","59.56","1361","936","59.25","921","648","58.70","105","71","59.66","102.77","70.66","59.26","913","617","59.67","394","262","60.06","55","30","64.71","519","355","59.38","26","23","53.06","1238","675","64.72","24","7","77.42","11.40","89.04","1.004","359","268","127","1044","73.87","769","428","290","72.62"
