"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"503","Jacob MacDonald","S.J","D","34","408.73333333333","7","2","1","1","9","52.94","49","14.29","4.44","103","73","46","17","6","8","23","6","4","1","1","5","2","10","31","23","17","1","3","25.00"
"525","Alex Barré-Boulet","T.B","C","36","402.8","6","3","2","1","9","56.25","46","13.04","5.87","81","70","57","26","0","2","10","5","5","0","0","6","9","14","22","15","8","14","14","50.00"
"529","Vinni Lettieri","MIN","C","46","440.95","5","4","3","1","9","64.29","47","10.64","4.88","89","72","33","14","4","7","24","8","7","0","1","4","7","6","49","36","27","41","42","49.40"
"551","Adam Ruzicka","ARI, CGY","C","42","421.13333333333","3","6","4","2","9","64.29","35","8.57","3.84","74","52","38","13","1","9","12","5","5","0","0","5","11","6","8","18","16","86","97","46.99"
"594","Sebastian Aho","NYI","D","58","950.7","2","7","1","6","9","32.14","48","4.17","2.03","124","77","30","2","2","15","12","6","6","0","0","13","14","7","36","63","72","0","0","-"
"638","Ty Dellandrea","DAL","C","42","532.2","2","7","4","3","9","50.00","53","3.77","6.11","100","78","58","29","4","6","23","10","9","1","0","10","7","10","57","68","17","93","131","41.52"
"659","Declan Chisholm","MIN, WPG","D","31","512.4","3","6","4","2","9","42.86","29","10.34","1.85","70","45","20","8","1","5","18","5","4","0","1","0","13","5","12","31","38","0","0","-"
"686","Kyle MacLean","NYI","C","32","322.76666666667","4","5","3","2","9","81.82","26","15.38","2.7","43","38","23","12","1","6","11","4","3","1","0","7","9","8","60","19","6","105","142","42.51"
"699","Kaedan Korczak","VGK","D","26","429.13333333333","1","8","3","5","9","39.13","32","3.13","1.17","81","45","22","0","2","9","8","4","4","0","0","1","12","4","37","32","31","0","0","-"
"705","Nikita Okhotiuk","CGY, S.J","D","52","827.45","1","8","4","4","9","37.50","52","1.92","2.82","133","88","35","7","3","11","48","16","14","0","2","3","31","13","122","53","80","0","0","-"
"742","Joel Kiviranta","COL","L","56","551","3","6","3","3","9","50.00","48","6.25","5.51","78","60","50","29","3","6","12","6","6","0","0","11","7","19","69","67","31","2","5","28.57"
"751","Zac Jones","NYR","D","31","453.48333333333","2","7","4","3","9","39.13","42","4.76","1.9","69","52","23","6","1","8","8","4","4","0","0","0","8","15","18","32","23","0","0","-"
"769","Dylan Holloway","EDM","L","38","432.11666666667","6","3","0","3","9","64.29","56","10.71","5.88","109","78","58","33","5","12","29","9","7","1","1","10","9","14","88","53","14","27","20","57.45"
"834","Josh Doan","ARI","R","11","135.4","5","4","2","2","9","81.82","23","21.74","3.81","37","31","31","22","2","3","0","0","0","0","0","2","1","9","7","15","7","5","7","41.67"
"840","Matt Coronato","CGY","R","34","428.78333333333","3","6","4","2","9","47.37","58","5.17","6.2","113","91","54","20","3","9","4","2","2","0","0","4","14","16","7","48","7","5","14","26.32"
"850","Zack Bolduc","STL","C","25","300.38333333333","5","4","1","3","9","69.23","38","13.16","2.75","64","52","29","11","2","6","6","3","3","0","0","2","10","15","12","25","12","1","1","50.00"
"855","Joshua Roy","MTL","R","23","279.23333333333","4","5","4","1","9","75.00","34","11.76","5.21","77","62","42","24","1","5","0","0","0","0","0","1","5","9","12","13","21","2","5","28.57"
"861","Olen Zellweger","ANA","D","26","501.4","2","7","4","3","9","50.00","34","5.88","2","96","56","27","2","2","10","4","2","2","0","0","3","18","7","14","57","38","0","0","-"
"864","Ryker Evans","SEA","D","36","690.43333333333","1","8","8","0","9","36.00","44","2.27","2.09","102","67","21","4","2","8","20","9","9","0","0","5","7","7","62","63","38","0","0","-"
"64","Marco Scandella","STL","D","65","810.8","2","6","4","2","8","28.57","42","4.76","2.21","107","67","23","7","1","8","15","6","5","1","0","5","16","22","66","58","49","0","0","-"
"68","Matt Martin","NYI","L","57","530.81666666667","4","4","3","1","8","42.11","48","8.33","4.96","75","62","46","27","3","5","43","14","9","5","0","13","11","12","136","26","29","7","11","38.89"
"152","Travis Boyd","ARI","C","16","153.95","2","6","4","2","8","80.00","12","16.67","1.44","26","18","20","7","1","5","2","1","1","0","0","0","3","1","7","17","10","23","20","53.49"
"182","Connor Murphy","CHI","D","46","912.26666666667","2","6","2","4","8","34.78","51","3.92","1.48","111","70","24","3","5","8","40","17","15","2","0","16","26","12","103","67","113","0","0","-"
"251","Kyle Burroughs","S.J","D","73","1397.6333333333","2","6","3","3","8","19.05","79","2.53","3.72","194","122","44","7","3","17","71","31","28","3","0","16","20","29","211","119","134","0","0","-"
"282","William Carrier","VGK","L","39","435.66666666667","6","2","1","1","8","53.33","65","9.23","7.76","126","97","78","42","7","16","16","8","8","0","0","12","8","11","79","45","16","7","8","46.67"
"304","Dakota Mermis","MIN","D","47","662.1","3","5","2","3","8","38.10","43","6.98","1.94","122","74","33","6","3","17","33","11","9","1","1","5","12","7","42","47","59","0","0","-"
"372","Dryden Hunt","CGY","L","28","311.61666666667","3","5","4","1","8","57.14","33","9.09","3.55","56","46","28","14","0","6","7","2","1","1","0","8","8","14","71","28","6","2","3","40.00"
"393","Oliver Kylington","CGY","D","33","569.18333333333","3","5","1","4","8","36.36","42","7.14","2.09","105","67","35","6","2","6","12","6","6","0","0","0","23","13","24","51","51","0","0","-"
"404","Parker Wotherspoon","BOS","D","41","726.63333333333","0","8","1","7","8","28.57","32","0.00","0.79","80","43","18","1","2","6","31","11","8","3","0","13","23","12","79","77","67","0","0","-"
"589","Jacob Bryson","BUF","D","36","528.36666666667","1","7","4","3","8","42.11","15","6.67","0.39","34","22","8","0","0","3","8","4","4","0","0","4","7","4","17","92","40","0","0","-"
"598","Cole Guttman","CHI","C","27","340.73333333333","4","4","1","3","8","88.89","50","8.00","4.36","85","66","49","18","3","7","7","2","1","1","0","7","10","14","10","10","14","60","60","50.00"
"657","Ilya Lyubushkin","ANA, TOR","D","74","1265.4666666667","0","8","4","4","8","18.60","47","0.00","2.72","107","73","31","6","6","4","57","23","21","1","1","10","40","23","160","118","168","0","0","-"
"672","Jesse Ylönen","MTL","R","59","604","4","4","2","2","8","40.00","50","8.00","4.24","80","66","40","13","2","6","12","6","6","0","0","4","7","6","39","82","32","5","4","55.56"
"803","Brendan Brisson","VGK","C","15","185.05","2","6","3","3","8","66.67","20","10.00","2.22","47","35","24","7","1","4","2","1","1","0","0","1","4","5","13","25","4","4","4","50.00"
"56","Luke Schenn","NSH","D","63","956.61666666667","1","6","4","2","7","21.21","81","1.23","2.38","188","109","45","5","5","8","43","14","9","5","0","7","41","14","197","91","76","0","0","-"
"147","Michael Sgarbossa","WSH","C","25","274.26666666667","4","3","3","0","7","63.64","27","14.81","3.68","45","39","33","15","1","4","2","1","1","0","0","5","11","8","16","29","3","58","68","46.03"
"314","Pierre-Edouard Bellemare","SEA","L","40","393.53333333333","4","3","2","1","7","53.85","36","11.11","3.37","69","52","34","16","2","7","6","3","3","0","0","5","7","18","19","38","22","174","151","53.54"
"364","Sammy Blais","STL","L","53","513.53333333333","1","6","5","1","7","70.00","33","3.03","3.66","67","48","41","23","2","6","31","10","8","1","1","11","15","15","178","57","19","2","7","22.22"
"384","Travis Dermott","ARI","D","50","863.96666666667","2","5","0","5","7","30.43","38","5.26","1.46","84","56","28","4","0","6","26","13","13","0","0","5","7","6","46","68","64","0","0","-"
"407","Noah Juulsen","VAN","D","54","804.3","1","6","3","3","7","28.00","30","3.33","1.25","103","57","23","4","4","12","22","11","11","0","0","7","17","8","152","109","85","0","0","-"
"423","Dennis Gilbert","CGY","D","34","417.63333333333","1","6","0","6","7","63.64","23","4.35","0.88","54","38","15","1","1","5","16","5","3","2","0","6","10","5","54","39","49","0","0","-"
"430","Noel Acciari","PIT","C","55","713.51666666667","4","3","1","2","7","38.89","60","6.67","6.77","101","79","67","35","1","8","10","5","5","0","0","8","8","26","113","51","85","313","261","54.53"
"450","Ryan Lomberg","FLA","L","75","715.51666666667","5","2","2","0","7","36.84","68","7.35","8.03","137","105","59","29","7","14","80","25","20","2","3","20","14","14","157","56","21","5","12","29.41"
"471","Dillon Dube","CGY","C","43","480.05","3","4","1","3","7","46.67","42","7.14","5","77","58","42","22","1","8","8","4","4","0","0","6","10","5","31","44","18","26","23","53.06"
"504","Troy Stecher","ARI, EDM","D","54","977.86666666667","1","6","3","3","7","18.42","51","1.96","3.67","159","83","48","11","5","13","32","16","16","0","0","8","22","13","64","80","77","0","0","-"
"505","Nikita Zaitsev","CHI","D","38","605.36666666667","2","5","3","2","7","33.33","31","6.45","1.03","90","52","17","1","3","7","14","7","7","0","0","2","16","10","53","47","70","0","0","-"
"520","Justin Brazeau","BOS","R","19","211.23333333333","5","2","1","1","7","58.33","31","16.13","4.49","47","44","30","23","5","6","2","1","1","0","0","2","3","3","43","21","12","3","7","30.00"
"579","Nick DeSimone","CGY, N.J","D","34","458.35","2","5","1","4","7","35.00","28","7.14","0.91","69","38","18","2","3","12","4","2","2","0","0","1","13","3","26","48","42","0","0","-"
"625","Mattias Samuelsson","BUF","D","41","840.5","1","6","2","4","7","20.59","44","2.27","1.18","94","61","14","1","4","5","26","13","13","0","0","5","24","8","84","57","86","0","0","-"
"665","David Gustafsson","WPG","C","39","361.08333333333","3","4","2","2","7","63.64","27","11.11","2.79","52","40","29","16","1","2","0","0","0","0","0","2","4","8","26","43","23","106","88","54.64"
"682","Brayden Pachal","CGY, VGK","D","50","733.83333333333","2","5","3","2","7","28.00","52","3.85","2.46","134","75","28","8","2","9","51","24","23","1","0","16","23","5","124","76","68","0","0","-"
"718","Ryan Johnson","BUF","D","41","568.55","0","7","4","3","7","31.82","35","0.00","1.47","86","56","21","6","5","3","12","6","6","0","0","2","12","13","7","65","39","0","0","-"
"766","Mitchell Chaffee","T.B","R","30","338.65","4","3","1","2","7","58.33","27","14.81","3.07","53","39","38","19","1","7","4","2","2","0","0","6","3","2","88","58","20","0","4","0.00"
"812","Wyatt Kaiser","CHI","D","32","554","0","7","1","6","7","35.00","18","0.00","0.69","57","28","20","1","2","7","22","11","11","0","0","6","23","7","20","37","46","0","0","-"
"818","Radim Zohorna","PIT","L","33","316.4","4","3","2","1","7","63.64","38","10.53","4.8","68","52","47","24","3","7","18","8","8","0","0","5","7","14","36","24","5","5","5","50.00"
"827","Nils Aman","VAN","C","43","444.36666666667","3","4","3","1","7","63.64","28","10.71","3.72","44","39","35","25","3","7","8","4","4","0","0","4","4","7","29","43","22","72","86","45.57"
"829","Matthew Kessel","STL","D","39","654.98333333333","1","6","2","4","7","35.00","28","3.57","1.17","82","45","28","4","1","12","12","6","6","0","0","2","19","15","39","57","65","0","0","-"
"830","Daniil Miromanov","CGY, VGK","D","24","497.33333333333","3","4","2","2","7","33.33","46","6.52","2.97","112","72","30","7","1","16","8","4","4","0","0","1","14","9","7","17","34","0","0","-"
"832","Walker Duehr","CGY","R","40","324.66666666667","2","5","4","1","7","53.85","29","6.90","3.25","62","50","37","20","4","6","6","3","3","0","0","2","8","3","58","25","13","1","5","16.67"
"20","Ryan Reaves","TOR","R","49","397.7","4","2","2","0","6","54.55","26","15.38","4.16","60","46","36","23","3","5","49","14","7","7","0","13","9","8","150","51","17","1","0","100.00"
"23","Erik Johnson","BUF, PHI","D","67","969.71666666667","5","1","0","1","6","18.18","60","8.33","1.94","128","80","30","5","4","10","36","7","3","2","2","8","15","6","129","84","97","0","0","-"
"63","Travis Hamonic","OTT","D","48","707.3","2","4","2","2","6","22.22","50","4.00","1.26","118","76","27","1","1","10","40","16","15","0","1","7","26","11","47","61","75","0","0","-"
"166","Joel Edmundson","TOR, WSH","D","53","883.3","1","5","2","3","6","18.18","46","2.17","2.17","122","72","30","4","3","12","23","10","9","1","0","6","36","9","71","53","65","0","0","-"
"255","Carson Soucy","VAN","D","40","699.41666666667","2","4","2","2","6","19.35","29","6.90","2.78","88","54","19","3","1","6","12","6","6","0","0","9","14","8","62","50","64","0","0","-"
"284","Zach Sanford","ARI, CHI","L","29","314.26666666667","0","6","5","1","6","66.67","24","0.00","3.47","54","39","42","19","5","5","6","3","3","0","0","3","6","16","21","32","19","42","77","35.29"
"315","Tomas Nosek","N.J","L","36","425.11666666667","2","4","4","0","6","60.00","38","5.26","3.48","73","56","29","18","3","4","6","3","3","0","0","3","7","16","32","45","20","121","112","51.93"
"324","Jakub Vrana","STL","L","21","254.65","2","4","2","2","6","66.67","42","4.76","3.18","66","51","32","10","3","2","8","4","4","0","0","1","3","4","7","3","4","0","13","0.00"
"481","Tyson Jost","BUF","C","43","455.63333333333","3","3","2","1","6","50.00","48","6.25","4.49","86","71","47","21","4","7","10","5","5","0","0","7","3","11","40","61","20","86","116","42.57"
"578","Filip Chytil","NYR","C","10","159.3","0","6","4","2","6","66.67","22","0.00","1.89","40","33","18","7","0","2","4","2","2","0","0","1","2","3","4","13","4","29","38","43.28"
"616","Oliver Wahlstrom","NYI","R","32","354.25","2","4","3","1","6","46.15","41","4.88","3.32","82","54","40","13","2","9","8","4","4","0","0","6","10","10","28","28","22","5","7","41.67"
"662","Jonatan Berggren","DET","R","12","130.33333333333","2","4","1","3","6","66.67","14","14.29","1.07","23","20","10","4","0","2","2","1","1","0","0","5","0","3","2","8","7","0","0","-"
"814","Isaak Phillips","CHI","D","33","563.41666666667","0","6","3","3","6","50.00","31","0.00","1.63","84","55","21","5","3","7","22","6","5","0","1","3","21","14","54","41","36","0","0","-"
"848","Brandt Clarke","L.A","D","16","218.41666666667","2","4","3","1","6","66.67","31","6.45","1.72","54","40","19","5","0","7","10","5","5","0","0","4","2","1","6","17","21","0","0","-"
"887","Ivan Miroshnichenko","WSH","L","21","254.95","2","4","1","3","6","66.67","30","6.67","4.87","73","58","43","21","1","10","6","3","3","0","0","3","8","7","50","20","5","0","2","0.00"
"15","Marc Staal","PHI","D","35","483.41666666667","1","4","2","2","5","25.00","20","5.00","1.24","59","37","18","3","0","5","14","7","7","0","0","3","9","4","29","29","44","0","0","-"
"34","Nick Bonino","NYR","C","45","551.43333333333","1","4","3","1","5","62.50","31","3.23","3.44","65","48","35","13","1","8","8","4","4","0","0","3","5","12","7","19","78","207","199","50.99"
"70","Jared Spurgeon","MIN","D","16","370.68333333333","0","5","1","4","5","26.32","21","0.00","1.09","54","29","22","4","2","4","2","1","1","0","0","1","1","3","12","20","28","0","0","-"
"112","Justin Holl","DET","D","38","573.11666666667","0","5","2","3","5","17.24","14","0.00","0.73","47","27","11","0","1","2","22","11","11","0","0","2","18","7","47","56","39","0","0","-"
"145","John Klingberg","TOR","D","14","287.71666666667","0","5","3","2","5","26.32","14","0.00","0.74","52","25","11","0","1","1","8","4","4","0","0","1","12","7","11","29","14","0","0","-"
"163","Scott Mayfield","NYI","D","41","769.35","0","5","3","2","5","22.73","36","0.00","1.24","107","53","26","4","2","12","35","16","15","1","0","13","35","7","61","35","106","0","0","-"
"231","Dominic Toninato","WPG","C","15","152.86666666667","1","4","3","1","5","62.50","12","8.33","1.8","28","21","19","8","2","4","6","3","3","0","0","2","4","3","23","15","9","52","57","47.71"
"306","Joel Hanley","CGY, DAL","D","42","583.6","1","4","2","2","5","22.73","19","5.26","1.09","66","37","18","3","2","7","30","12","10","2","0","3","11","2","45","88","47","0","0","-"
"320","Haydn Fleury","T.B","D","24","386.96666666667","1","4","2","2","5","29.41","25","4.00","1.25","61","38","17","3","2","5","20","6","5","0","1","4","15","2","30","48","40","0","0","-"
